"PREC"	"EVAP"	"XAJ_test.Qsim...runif.1..0.8..1.2."
0	2.993	0.118
0.343	2.864	0.096
6.798	2.886	0.603
1.974	2.539	1.091
0.086	2.614	1.247
0.275	2.8	1.015
0	2.414	0.708
0.017	2.712	0.471
0.154	2.318	0.325
1.511	3.161	0.272
0.086	2.255	0.316
2.987	1.936	0.462
6.369	2.85	1.046
0.515	2.857	1.446
0.12	2.63	1.388
0.24	2.578	1.043
0.601	3.147	0.73
5.493	2.297	0.935
0.584	2.161	1.177
0.601	2.851	1.166
0.549	2.791	0.951
3.845	2.546	0.92
0.738	3.385	0.978
0.309	3.526	0.923
0	3.838	0.735
0.206	3.883	0.537
0.017	3.59	0.399
0.258	2.941	0.314
2.558	2.751	0.309
0.223	3.678	0.429
0	3.243	0.443
0.034	3.309	0.35
0.086	3.611	0.254
1.494	3.368	0.217
1.133	3.398	0.287
3.021	3.107	0.409
3.656	2.975	0.68
3.725	3.165	0.988
0.927	2.861	1.118
1.167	3.656	0.997
0.601	3.013	0.786
2.386	3.547	0.62
2.352	4.007	0.617
1.442	3.556	0.678
0.635	3.818	0.659
0.034	4.433	0.541
1.219	4.022	0.397
0.052	3.134	0.335
1.167	2.946	0.288
3.33	3.184	0.36
0.721	3.924	0.529
3.279	3.149	0.625
1.991	3.648	0.718
0.635	3.512	0.738
0.052	3.187	0.612
4.086	3.068	0.569
3.674	3.284	0.768
12.309	3.666	1.825
5.699	3.449	2.987
3.622	3.812	3.327
0.91	3.033	2.905
3.656	3.728	2.243
0.79	3.447	1.768
2.3	4.03	1.399
2.644	3.141	1.19
1.013	2.758	1.099
15.004	3.528	2.177
3.502	3.109	3.356
6.266	3.291	3.965
9.579	2.793	4.595
3.021	4.225	4.613
4.086	3.581	4.195
0.189	3.698	3.441
8.566	3.008	3.429
9.27	3.669	4.382
4.532	3.596	5.022
9.356	3.195	5.882
4.686	3.577	6.083
4.429	3.917	5.685
2.644	3.712	4.847
2.146	4.249	3.961
4.412	3.492	3.445
1.631	5.077	3.045
3.794	4.133	2.678
2.678	3.999	2.431
1.099	3.831	2.203
2.335	3.682	1.915
5.27	4.056	1.981
0.24	4.567	2.031
0.498	4.172	1.817
2.3	3.728	1.502
0.755	4.39	1.334
0.824	3.437	1.194
4.206	4.085	1.16
2.747	3.83	1.289
2.352	3.687	1.392
2.077	4.022	1.376
1.476	4.188	1.283
0.464	3.606	1.135
4.103	4.046	1.036
3.416	3.556	1.145
2.026	3.604	1.275
11.776	3.848	2.356
3.742	2.616	3.335
4.772	3.969	3.652
0.189	3.608	3.272
2.918	4.017	2.591
4.086	4.157	2.142
1.288	3.92	1.938
1.528	3.998	1.7
2.043	3.32	1.456
1.717	4.058	1.299
6.661	3.601	1.64
0.223	4.39	1.872
1.648	3.83	1.748
7.588	3.423	2.056
12.549	3.357	3.627
2.627	3.571	4.582
2.747	4.012	4.413
5.03	4.87	3.723
0.669	3.969	3.084
1.391	3.417	2.454
3.897	3.536	2.05
1.03	4.065	1.857
3.605	4.049	1.684
1.116	4.423	1.591
0.429	4.49	1.419
0.584	4.315	1.167
0.446	3.327	0.951
7.982	2.919	1.468
0.927	3.262	1.918
0.103	3.649	1.927
4.154	4.153	1.653
1.906	3.965	1.533
8.738	4.204	2.051
3.502	2.82	2.579
1.305	3.147	2.607
1.631	3.142	2.213
5.098	3.18	2.058
1.511	3.426	1.975
3.588	3.19	1.9
5.373	3.303	2.085
4.892	3.664	2.382
2.146	3.323	2.418
2.146	3.44	2.175
7.725	3.342	2.452
3.914	3.677	2.729
0.807	3.909	2.666
2.85	3.896	2.25
1.339	3.617	1.87
1.236	3.372	1.56
6.97	3.396	1.801
5.768	3.102	2.445
2.472	3.247	2.707
8.532	2.134	3.404
2.489	3.587	3.576
2.953	3.568	3.293
1.459	2.877	2.766
0.343	3.439	2.206
8.652	3.309	2.488
2.18	3.734	2.749
1.82	3.372	2.684
2.729	2.769	2.346
0.446	2.93	1.995
0.052	3.522	1.614
4.172	3.228	1.442
3.828	3.043	1.606
1.614	2.482	1.727
2.111	2.664	1.647
2.592	2.236	1.556
0.738	2.789	1.438
0.635	2.611	1.24
0.567	1.974	1.02
6.008	2.498	1.313
2.541	2.851	1.608
6.644	2.911	2.228
0.172	2.723	2.413
0.258	2.577	2.116
0.292	3.197	1.611
2.043	2.575	1.228
0.378	3.057	1.072
0.618	2.098	0.949
0.755	1.826	0.832
8.961	2.887	1.514
0.549	2.577	2.068
0.979	2.298	2.079
0.532	2.283	1.707
1.408	2.262	1.329
2.009	2.614	1.121
2.918	2.479	1.14
5.167	2.334	1.551
1.7	2.225	1.771
0.326	3.16	1.685
4.927	2.36	1.703
2.558	2.664	1.742
1.116	2.593	1.688
0	3.23	1.446
4.395	2.708	1.363
0.687	2.864	1.362
0	2.558	1.25
0.24	1.928	0.999
1.906	1.873	0.817
0.034	2.337	0.767
0.154	1.891	0.685
0.309	2.186	0.574
0	1.73	0.489
0.807	2.078	0.43
0.172	2.109	0.423
0.052	1.767	0.402
0.91	1.865	0.37
0.103	2.243	0.377
0.395	2.377	0.363
1.682	2.154	0.364
0.034	2.397	0.424
5.184	2.016	0.783
4.652	1.777	1.436
3.159	2.033	1.932
0.034	1.946	1.928
0.12	1.717	1.554
0.069	1.368	1.118
0.103	1.672	0.8
0.464	2.336	0.612
0.755	2.165	0.53
0.875	1.461	0.517
1.081	1.221	0.53
3.622	1.404	0.795
1.94	1.047	1.098
0.412	1.627	1.156
0	1.75	0.988
0.172	1.697	0.744
0.017	1.512	0.553
1.253	1.289	0.451
0	1.476	0.445
0	1.695	0.408
0	1.972	0.339
0	2.044	0.277
0.034	2.059	0.234
0	1.398	0.209
0.034	1.664	0.191
0.103	1.28	0.179
0	1.749	0.174
0	1.243	0.164
0.034	1.427	0.152
0.052	1.957	0.143
0	1.381	0.138
0	1.375	0.13
0.292	1.382	0.126
0.206	1.156	0.139
0	2.142	0.149
0	0.982	0.138
0.034	1.35	0.12
0	1.604	0.107
0.034	1.576	0.097
0.069	1.234	0.093
0.052	1.39	0.092
0.12	1.454	0.093
0.532	1.087	0.103
0	1.837	0.129
0.79	1.131	0.14
0.017	1.085	0.165
0.172	1.66	0.158
0.669	1.511	0.144
0.206	1.213	0.159
0	1.513	0.156
0	1.217	0.125
1.03	1.528	0.108
0	1.648	0.147
0.052	0.836	0.149
0.275	1.311	0.121
0.755	0.722	0.123
0.189	1.132	0.153
0.858	0.856	0.172
1.991	0.992	0.3
1.373	1.459	0.429
0.034	1.865	0.48
0.034	1.35	0.395
0.069	1.16	0.27
0.034	1.565	0.177
0.258	1.186	0.125
0.154	1.571	0.111
0.12	1.873	0.106
0.515	1.185	0.105
0.137	1.159	0.121
0.017	1.009	0.119
0.017	1.175	0.096
0.052	1.23	0.072
0.069	1.211	0.058
1.099	0.838	0.091
0.875	1.327	0.164
0	1.232	0.221
0	1.154	0.195
0	1.526	0.134
0	1.32	0.084
0	1.698	0.055
0.017	0.807	0.04
0.069	1.389	0.035
0.824	1.328	0.048
0.206	1.96	0.099
0.12	1.356	0.12
0.343	1.538	0.11
0.309	1.585	0.105
0.223	1.601	0.105
0.137	1.414	0.1
0.652	1.48	0.095
0.137	1.667	0.113
0.017	1.435	0.109
0.206	1.517	0.084
0.24	1.166	0.071
1.013	1.321	0.085
2.352	1.45	0.233
0.172	1.001	0.374
0.481	1.479	0.375
2.489	1.416	0.411
2.987	1.231	0.642
1.322	0.755	0.854
2.009	1.144	0.939
1.288	1.438	0.884
0.807	0.968	0.778
0.017	1.292	0.628
0	0.994	0.45
0	1.5	0.299
0.017	1.361	0.201
0.498	1.782	0.152
0.206	1.653	0.154
0.446	1.264	0.16
1.15	1.205	0.184
0.24	1.928	0.233
0.309	1.252	0.233
1.15	1.391	0.215
1.7	1.314	0.287
0.944	1.805	0.374
0.858	1.203	0.403
0.052	2.16	0.368
0	2.184	0.275
2.18	1.789	0.242
0.567	1.263	0.313
0.24	1.898	0.338
0.103	2.585	0.28
0	1.577	0.198
0.223	1.748	0.132
0.12	1.946	0.102
0.069	1.939	0.088
0	1.703	0.075
0	1.847	0.059
0	1.965	0.045
0.017	1.731	0.037
0.223	2.062	0.036
0.979	1.846	0.062
0.206	2.539	0.124
5.339	2.335	0.4
0.858	2.225	0.711
0	1.971	0.775
0	1.909	0.588
0.24	1.674	0.375
6.746	1.589	0.638
0.824	2.308	1.007
0.052	1.909	1.071
2.026	2.39	0.854
7.502	2.273	1.127
0	2.25	1.443
0	2.207	1.347
0	2.797	0.967
2.729	1.874	0.722
0.652	1.942	0.679
0	2.681	0.627
0	2.491	0.489
0	2.604	0.346
0	2.553	0.247
3.571	2.415	0.31
0.034	2.146	0.489
0.961	2.09	0.525
1.648	2.056	0.489
1.185	2.632	0.496
0.704	2.699	0.493
0.12	2.592	0.435
0.893	2.359	0.344
1.854	2.27	0.322
2.953	2.447	0.451
0.172	2.961	0.588
0.189	3.248	0.539
0	2.768	0.387
0.292	2.316	0.252
0.893	2.416	0.192
1.356	2.596	0.22
0.91	2.927	0.295
0.103	2.86	0.324
0.258	3.593	0.272
0.275	3.199	0.206
0.652	2.617	0.17
9.562	3.361	0.608
0	2.695	1.183
0.206	2.498	1.247
1.425	2.884	0.938
1.682	2.888	0.708
0.154	2.598	0.605
1.236	2.536	0.494
0.635	3.168	0.43
1.596	3.86	0.397
0.498	3.996	0.409
2.009	3.893	0.403
0.498	3.965	0.434
0.086	4.076	0.398
0	3.821	0.294
2.06	3.275	0.223
2.455	3.448	0.315
2.111	2.963	0.485
2.592	3.586	0.611
8.206	3.92	0.958
0	4.336	1.312
0.12	4.536	1.208
0	3.243	0.82
4.669	3.817	0.592
2.678	4.001	0.701
1.081	3.942	0.829
1.837	4.138	0.776
0.223	3.672	0.667
0.223	3.459	0.501
4.841	3.328	0.466
0.481	3.889	0.631
1.15	3.581	0.657
1.802	3.309	0.579
3.142	3.907	0.572
0.532	2.602	0.645
4.515	2.394	0.714
0.034	3.883	0.796
0.034	4.57	0.688
1.322	4.487	0.48
0.875	3.954	0.383
2.009	4.045	0.371
5.442	3.349	0.563
2.712	3.393	0.864
0.429	3.828	0.981
0.893	3.908	0.808
3.622	3.626	0.64
0.961	4.07	0.661
2.936	3.978	0.661
0	4.571	0.662
3.897	3.917	0.594
2.764	3.973	0.676
0.498	4.251	0.755
0.687	4.277	0.645
0.154	4.351	0.468
1.82	4.327	0.333
5.322	4.587	0.432
6.609	4.32	0.887
2.352	3.923	1.291
3.159	3.783	1.341
3.399	3.769	1.226
0.24	4.169	1.092
1.425	3.977	0.834
1.064	3.556	0.621
4.79	2.917	0.613
1.648	2.747	0.77
6.06	3.155	0.993
0.567	3.388	1.158
6.352	3.219	1.243
3.828	4.104	1.379
11.055	3.738	1.874
2.747	3.791	2.302
5.287	3.933	2.371
0.807	4.082	2.088
3.674	3.006	1.687
0.669	3.865	1.365
0	4.151	1.042
0.258	4.979	0.71
0.12	5	0.472
1.167	4.228	0.345
3.365	4.854	0.378
0.052	4.527	0.54
0.738	4.248	0.535
0.172	3.886	0.436
0.189	3.306	0.325
0.91	3.746	0.249
1.837	3.245	0.265
1.957	3.816	0.373
4.189	4.118	0.54
4.36	3.114	0.839
12.017	3.761	1.528
3.983	3.098	2.312
0.515	3.635	2.379
1.631	3.399	1.846
1.013	3.745	1.296
10.266	2.955	1.361
0.858	4.046	1.718
5.545	3.258	1.883
9.991	2.539	2.335
5.665	3.529	2.925
0.841	4.049	2.929
2.918	3.887	2.386
4.189	3.821	1.92
1.391	3.299	1.664
0.841	3.108	1.391
4.172	3.63	1.176
3.038	4.165	1.163
8.48	3.998	1.554
0.223	4.678	1.859
4.978	4.015	1.825
1.013	3.857	1.651
1.888	3.854	1.381
1.185	4.259	1.121
1.648	4.187	0.922
3.193	4.212	0.834
3.33	3.634	0.902
0	4.413	0.97
0.549	4.121	0.816
2.18	4.43	0.629
0.154	3.655	0.576
7.691	3.342	0.747
5.579	4.065	1.266
1.974	3.609	1.607
3.056	3.498	1.541
1.562	3.407	1.332
2.283	2.904	1.102
5.957	2.952	1.12
3.468	3.035	1.34
2.163	3.073	1.412
4.12	3.728	1.341
0.704	3.654	1.25
2.317	3.214	1.053
6.06	2.885	1.083
0	3.655	1.212
4.343	3.248	1.181
1.202	3.302	1.124
1.957	3.063	1.005
1.545	3.014	0.875
1.614	2.812	0.77
5.493	3.003	0.839
3.313	3.105	1.086
0.412	3.146	1.181
0	3.262	0.969
0.429	3.279	0.654
0.567	3.185	0.438
0	2.86	0.33
0.875	3.744	0.264
1.991	2.038	0.286
5.013	2.456	0.533
2.369	2.439	0.867
0.807	2.617	0.981
0.258	3.104	0.832
1.116	3.432	0.603
0	2.913	0.456
1.425	3.015	0.353
0.069	3.046	0.333
2.97	2.497	0.35
4.292	2.717	0.574
0.738	3.639	0.808
0.584	2.393	0.791
2.575	3.035	0.644
2.575	2.678	0.634
11.227	1.677	1.172
3.485	2.502	1.953
3.519	2.417	2.237
0.704	2.261	1.969
0.069	2.91	1.463
1.751	2.331	0.987
6.403	2.2	1.017
1.442	2.56	1.243
1.373	2.475	1.256
0.446	2.428	1.049
1.03	2.609	0.791
2.884	2.108	0.685
0.927	2.35	0.709
5.184	2.181	0.875
1.116	2.654	1.046
0.704	2.054	1.016
0.017	2.681	0.802
0	2.631	0.551
1.442	1.871	0.382
0.069	2.268	0.352
5.751	1.534	0.533
10.128	1.99	1.329
9.184	1.719	2.621
6.506	1.822	3.658
2.695	1.35	3.855
3.862	1.848	3.475
0	2.159	2.801
0.326	2.381	2.063
0.223	1.741	1.451
0.704	1.613	1.052
1.974	2.382	0.862
0	2.193	0.822
0.309	2.578	0.726
0.086	2.252	0.598
0.223	1.818	0.487
1.734	1.891	0.438
0.326	2.085	0.485
0.996	2.058	0.493
13.991	1.224	1.404
0.429	1.623	2.396
2.953	1.397	2.676
3.073	1.183	2.453
8.429	1.315	2.757
0.944	1.571	2.921
8.343	1.626	3.394
0.086	1.693	3.388
0	1.674	2.876
0.498	1.943	2.135
1.734	1.444	1.624
6.695	0.936	2.03
2.215	1.334	2.514
0.275	1.276	2.488
0.601	1.117	2.064
0.807	1.172	1.611
1.751	1.784	1.324
1.013	1.531	1.191
1.099	1.71	1.094
0	1.516	0.984
0	1.474	0.822
0.017	1.486	0.661
0.034	1.813	0.543
0	1.892	0.467
6.18	1.258	1.007
0.875	0.882	1.477
3.279	0.866	1.862
8.171	1.629	2.727
0.687	1.43	3.133
0	1.619	2.866
0.069	1.52	2.205
0	1.229	1.608
0.034	1.843	1.203
0.069	1.579	0.952
0.24	1.288	0.801
0	1.866	0.706
0.017	1.927	0.627
0.326	1.412	0.562
0.635	1.488	0.532
0	1.382	0.527
0	1.53	0.487
0.052	1.782	0.429
0.961	1.43	0.396
0.395	1.519	0.423
0	0.854	0.43
0.069	1.321	0.388
0	1.487	0.335
1.888	1.223	0.385
0.464	1.073	0.477
0.635	1.124	0.512
0.326	0.918	0.485
0.069	1.625	0.427
0.292	1.782	0.358
0.481	1.133	0.317
0.12	1.051	0.304
0.069	1.302	0.281
0	1.456	0.247
0.052	1.401	0.213
0	1.128	0.189
0	1.252	0.172
0	0.976	0.158
0.034	1.619	0.148
0	1.429	0.142
0.017	1.492	0.136
0.858	1.108	0.144
0	1.153	0.189
0	1.556	0.194
0.017	1.248	0.166
0.017	1.805	0.137
0.017	1.331	0.119
0	1.078	0.107
0	1.331	0.099
1.339	1.151	0.131
3.33	1.263	0.402
0.635	0.948	0.631
0.069	0.966	0.657
0	1.439	0.514
0	1.593	0.352
0.017	1.525	0.239
0.069	1.477	0.175
1.305	1.812	0.165
1.253	1.374	0.243
0.103	1.303	0.322
0	1.251	0.299
0.103	1.576	0.221
0.189	1.777	0.161
0.017	1.643	0.131
0.378	1.075	0.115
0.532	1.783	0.126
0.446	1.8	0.156
0.172	0.967	0.173
1.802	1.605	0.204
0.292	1.16	0.28
1.253	1.15	0.317
0.875	1.64	0.337
0.446	1.434	0.338
2.644	0.786	0.44
0	1.657	0.518
2.146	1.59	0.543
0.601	1.399	0.545
0	1.472	0.489
0.24	1.654	0.365
0.481	1.374	0.265
0.189	1.724	0.218
0.137	1.586	0.186
0.189	1.443	0.155
1.528	1.609	0.157
3.348	1.31	0.388
2.026	1.231	0.685
0	1.656	0.779
0.79	2.434	0.648
0.206	2.161	0.489
0.034	1.885	0.355
0.017	2.072	0.246
0.807	1.463	0.183
1.545	1.725	0.209
1.974	1.733	0.334
3.554	1.71	0.593
1.596	1.317	0.818
0.292	1.664	0.83
2.335	1.857	0.724
0.24	1.488	0.647
0.103	1.93	0.527
2.455	1.496	0.464
0.669	1.75	0.493
4.498	1.272	0.719
3.038	1.86	1.034
6.609	1.762	1.556
1.099	1.836	1.806
2.506	2.135	1.72
2.197	2.205	1.471
0.034	2.072	1.219
0	2.104	0.907
0	1.979	0.616
0.206	2.056	0.42
0	2.458	0.315
0	1.947	0.251
0.017	2.579	0.207
0	2.108	0.176
0.824	2.255	0.167
0.069	2.353	0.2
0.052	2.957	0.203
0	2.652	0.174
0.738	3.003	0.152
1.116	3.223	0.188
0.652	3	0.259
3.142	2.967	0.349
1.682	2.5	0.513
0.069	2.765	0.587
0.412	2.71	0.484
0	2.818	0.343
1.957	2.814	0.256
0.069	2.863	0.293
0.137	3.207	0.28
1.099	2.81	0.23
0.086	2.58	0.229
0.343	3.126	0.207
0.532	2.186	0.18
4.069	2.5	0.299
2.695	3.384	0.552
0.034	3.312	0.721
1.648	2.598	0.637
12.841	2.979	1.149
1.013	2.743	1.873
8.446	2.366	2.429
0.532	2.995	2.469
1.408	2.821	2.065
0.601	3.555	1.513
0.034	3.732	1.051
0.172	3.563	0.709
1.013	3.789	0.507
3.038	3.392	0.481
0.669	3.415	0.604
4.669	2.958	0.749
0.738	3.542	0.9
0.446	3.632	0.858
4.892	3.531	0.793
4	2.633	1.003
8.635	2.772	1.557
0.017	3.425	1.91
1.305	3.08	1.707
2.918	3.047	1.31
0.12	3.667	1.062
3.313	3.14	0.873
4.463	3.545	0.931
18.746	3.17	2.117
4.395	3.423	3.654
2.627	3.41	3.906
2.798	3.106	3.193
2.85	3.537	2.398
0.069	3.757	1.816
3.502	2.867	1.405
8.618	2.872	1.715
15.433	3.539	3.289
9.047	2.743	5.276
4.738	3.489	6.009
6.592	3.738	5.751
2.3	2.621	4.865
2.009	3.604	3.851
0.927	2.734	2.943
0.103	3.198	2.22
2.421	2.914	1.7
4.412	3.467	1.637
6.626	3.713	2.126
2.009	3.249	2.408
1.802	3.369	2.289
2.472	3.268	1.953
6.403	3.282	2.097
20.36	3.08	4.602
4.841	3.515	7.084
1.648	3.277	7.263
0.12	3.319	5.793
0.24	4.369	4.11
0.979	3.672	2.89
0.567	3.675	2.184
5.253	3.507	2.093
0.567	3.705	2.131
0.446	3.786	1.978
3.365	3.531	1.72
4.858	4.555	1.745
5.236	3.561	2.143
0.189	3.886	2.273
6.386	4.256	2.351
2.249	3.691	2.33
2.215	3.588	2.178
5.184	3.023	2.227
1.837	3.479	2.192
10.729	3.004	3.067
3.931	3.039	3.792
8.291	2.779	4.645
30.334	3.217	9.351
6.609	3.14	16.08
4.652	3.828	17.37
2.026	4.4	14.311
0.584	4.517	10.527
0.584	4.394	7.554
2.249	3.73	5.621
5.665	4.055	5.134
0.515	3.894	4.755
2.97	4.198	4.227
0.189	4.953	3.698
1.82	4.032	3.164
0.154	4.259	2.744
3.279	4.349	2.414
2.129	3.585	2.297
3.656	3.101	2.426
0.996	3.701	2.415
0.669	3.38	2.212
1.373	3.419	1.924
1.717	3.237	1.721
6.352	2.955	2.421
3.485	3.989	2.796
8.772	3.321	4.166
3.382	4.264	4.61
2.918	3.54	4.377
3.554	3.562	3.845
2.832	3.88	3.318
8	3.858	3.954
3.176	3.851	4.138
0.481	4.019	3.87
1.116	4.646	3.213
3.382	4.059	2.624
4.824	3.621	2.685
0.652	3.855	2.681
5.682	4.504	2.794
8.309	3.844	3.84
6.403	3.552	5.009
2.317	3.235	5.134
2.094	3.872	4.533
4.463	3.378	4.057
8.532	3.606	4.842
6.901	4.464	5.799
6.781	3.994	6.66
1.596	4.393	6.361
1.133	3.65	5.401
2.712	4.374	4.338
1.236	3.749	3.576
7.656	3.986	3.992
4.086	3.544	4.359
7.056	3.71	5.194
1.425	3.493	5.156
3.313	3.153	4.676
1.579	3.732	4.007
2.627	3.093	3.398
1.494	3.182	2.948
1.734	3.045	2.586
3.382	3.401	2.376
17.767	3.473	5.822
1.167	3.092	8.017
2.421	3.119	7.935
6.008	2.779	7.412
12.875	3.082	9.259
2.609	3.214	9.939
1.545	3.313	9.07
11.639	2.487	10.479
1.682	3.163	10.615
16.978	2.961	15.687
1.528	3.315	17.693
2.18	2.675	16.274
6.952	2.937	15.268
4.154	2.756	14.051
0.206	3.045	12.103
5.682	3.197	11.413
0.532	2.536	10.1
4.189	2.82	9.465
3.107	2.959	8.644
4.378	1.874	9.051
6.661	2.491	10.89
2.335	1.914	11.324
5.253	3.013	12.163
3.073	2.8	11.841
8.188	2.501	15.782
10.884	2.255	23.646
2.764	3.179	24.865
2.627	2.277	22.793
1.854	2.443	18.75
4.927	2.368	17.099
8.858	2.341	20.946
4.12	2.255	22.802
1.442	2.652	20.887
0.464	2.949	17.672
0.343	2.615	14.51
0.446	2.693	11.999
1.133	2.811	10.163
8.12	2.396	11.524
1.253	2.862	11.557
2.987	2.618	10.958
0.515	2.879	9.732
3.931	2.67	9.1
1.236	2.625	8.268
1.991	1.909	7.528
1.219	1.983	6.781
0.36	2.256	6.09
1.562	2.198	5.464
1.047	1.88	4.994
1.236	2.484	4.622
1.631	2.038	4.318
0.275	2.198	4.062
0	2.4	3.758
0.412	2.429	3.44
0.189	2.045	3.185
0.601	1.741	2.987
1.288	1.658	2.856
3.966	1.236	3.708
0.309	1.721	3.945
0.172	2.147	3.756
0	1.598	3.353
0.326	1.935	2.965
0.652	2.441	2.686
1.099	2.396	2.517
2.627	1.649	2.748
1.545	2.006	2.811
0.481	2.278	2.737
5.133	1.986	3.484
0.841	1.784	3.677
0.464	1.822	3.477
7.982	1.213	5.042
0.275	1.586	5.549
0.258	2.278	5.185
0.172	1.951	4.346
0.24	1.489	3.564
1.785	1.871	3.032
0.052	2.133	2.73
0	1.796	2.452
0.086	1.407	2.173
1.7	1.725	1.993
0.034	1.652	1.914
0.086	2.063	1.791
3.159	0.881	2.235
9.751	2.077	4.464
0.807	1.345	5.508
0.258	1.704	5.296
0.086	1.728	4.358
0.223	1.961	3.437
0	1.922	2.774
0.052	1.718	2.324
0.206	1.9	2.015
3.244	1.366	2.307
0.584	1.516	2.397
0.36	1.887	2.286
0.172	2.023	2.032
1.476	1.196	1.869
4.463	1.819	2.438
0.189	1.861	2.638
0	2.289	2.464
0	1.798	2.083
0	1.982	1.729
0	2.072	1.472
0	2.126	1.293
0.034	1.767	1.165
0	1.337	1.068
0.137	2.003	0.99
0.309	1.349	0.934
0.137	1.859	0.896
0	1.628	0.852
0	1.881	0.795
0	1.627	0.738
0.052	1.723	0.69
0.052	1.297	0.654
0	1.616	0.623
0	1.308	0.593
0.034	1.67	0.563
0.326	1.316	0.542
0.292	1.034	0.542
0	1.426	0.54
0.034	1.3	0.513
0.034	1.633	0.478
0.017	1.688	0.447
0	1.439	0.422
0.034	1.42	0.399
0	1.55	0.382
0	1.159	0.365
0	1.198	0.348
0.052	1.261	0.333
0	1.85	0.322
0.034	1.439	0.31
0	1.69	0.298
0	1.308	0.285
0	1.29	0.272
0	1.093	0.26
0.017	1.484	0.249
0	0.897	0.24
0	0.996	0.23
0	1.45	0.221
0	1.761	0.211
0	1.098	0.202
0	0.888	0.194
0	1.357	0.186
0.017	1.742	0.179
0.034	1.227	0.174
0.086	1.78	0.17
0.086	1.356	0.17
0.103	1.045	0.17
0.841	0.983	0.181
0.017	1.277	0.222
0.137	1.508	0.224
0.841	1.564	0.212
0	1.282	0.232
0.326	1.294	0.222
3.33	1.483	0.523
0.12	1.204	0.723
0.034	0.997	0.716
0.103	1.509	0.567
1.991	1.228	0.568
0.017	1.232	0.593
1.03	1.313	0.558
2.077	1.293	0.659
0.687	1.104	0.717
0.378	1.213	0.682
0.034	1.121	0.567
0.12	1.673	0.433
0.841	1.657	0.343
0.858	1.452	0.335
0.258	1.083	0.354
0.258	1.291	0.331
1.408	1.207	0.341
0.137	1.333	0.372
0.446	1.118	0.352
3.313	1.613	0.598
0.721	1.71	0.77
0.258	1.531	0.779
0	1.648	0.636
0.034	1.374	0.466
0.017	1.32	0.337
0	1.791	0.256
0	1.369	0.206
0.103	1.155	0.176
0.464	1.691	0.168
0.017	1.598	0.182
0.618	1.845	0.184
5.734	1.555	0.839
0.086	1.773	1.255
0.343	1.67	1.258
1.391	1.679	1.018
0	1.998	0.825
0	1.892	0.642
0.652	1.806	0.489
2.386	1.559	0.566
0.738	1.596	0.664
0.017	1.646	0.663
0	1.842	0.541
0	2.273	0.401
0	2.38	0.298
0	1.917	0.235
0.189	1.188	0.199
0.052	1.333	0.186
0.601	1.643	0.184
0.704	1.421	0.213
1.167	2.023	0.264
0.343	1.401	0.319
0.979	1.35	0.323
1.116	2.429	0.333
0.086	1.69	0.347
0.034	2.185	0.296
0.755	1.775	0.227
0.412	2.227	0.213
0	2.132	0.208
0	1.961	0.171
0	1.939	0.127
0	2.352	0.095
0.326	2.386	0.082
1.27	2.243	0.112
0	2.222	0.186
0.12	2.413	0.193
0.137	2.335	0.156
0.258	2.204	0.125
0.91	2.314	0.125
3.45	1.832	0.411
2.97	1.613	0.857
0.189	2.007	1.04
0.309	2.942	0.917
0.807	2.522	0.693
0	2.642	0.531
1.391	2.139	0.42
0.704	2.027	0.405
1.391	2.735	0.414
2.455	2.451	0.482
0.309	2.787	0.566
0.069	2.774	0.515
3.073	2.89	0.465
3.914	2.576	0.753
0	2.977	0.954
0.721	3.175	0.865
1.614	2.719	0.684
0.189	2.562	0.583
2.695	2.823	0.518
4.532	2.745	0.828
0	3.045	1.049
0.017	3.7	0.95
0	3.435	0.68
0.258	3.361	0.452
1.27	2.874	0.343
8.188	2.152	1.112
10.678	3.011	2.825
0.034	3.669	3.724
0	4.089	3.401
0	3.727	2.487
1.133	3.523	1.709
0.979	2.838	1.279
0.24	2.848	1.055
0.086	2.763	0.874
0.446	3.429	0.714
0.292	3.434	0.609
0.498	3.204	0.54
4.137	3.697	0.625
0.275	3.642	0.816
0.017	3.739	0.813
8.188	3.213	1.274
5.699	2.093	2.2
0.069	2.507	2.56
2.3	3.218	2.256
3.656	2.971	1.947
0.137	3.705	1.715
0.103	4.401	1.391
0	3.588	1.038
0.395	3.896	0.771
4.154	4.143	0.711
1.081	3.807	0.874
1.82	3.896	0.941
0.549	3.293	0.898
0.069	4.19	0.76
3.536	3.11	0.694
5.287	3.311	1.046
2.266	3.649	1.358
0.738	3.688	1.393
2.85	3.994	1.193
1.236	3.49	1.058
0.567	4.601	0.921
2.592	4.173	0.777
0.755	4.007	0.748
6.592	3.561	1.062
0.91	4.011	1.344
0	4.123	1.309
0.91	4.047	1.012
4.24	4.324	0.838
0.738	4.517	0.906
6.317	3.683	1.2
1.219	3.807	1.419
0.944	3.567	1.366
3.571	3.576	1.174
0.24	4.401	1.078
6.609	3.825	1.246
0.464	3.733	1.421
1.614	3.592	1.339
3.073	3.405	1.149
1.27	4.334	1.066
0.36	3.945	0.944
3.931	3.623	0.845
0.069	3.523	0.871
6.626	3.789	1.116
3.691	3.947	1.416
2.747	4.611	1.568
4.48	3.656	1.611
7.656	3.609	2.018
14.231	3.645	3.502
4.686	4.045	4.667
3.639	3.693	4.659
1.047	2.883	3.825
2.146	3.152	2.846
1.15	2.851	2.127
11.107	3.196	2.68
